geoid,name,variable,estimate,moe
7260472,"Patillas zona urbana, Puerto Rico",one_or_two_years,0,15
7260945,"Peña Pobre comunidad, Puerto Rico",one_or_two_years,0,15
7261074,"Peñuelas zona urbana, Puerto Rico",one_or_two_years,0,22
7261545,"Piedra Aguza comunidad, Puerto Rico",one_or_two_years,0,15
7261590,"Piedra Gorda comunidad, Puerto Rico",one_or_two_years,0,15
7261977,"Piñas comunidad, Puerto Rico",one_or_two_years,0,15
7263310,"Playa Fortuna comunidad, Puerto Rico",one_or_two_years,0,15
7263503,"Playita comunidad (Salinas Municipio), Puerto Rico",one_or_two_years,0,15
7263525,"Playita comunidad (Yabucoa Municipio), Puerto Rico",one_or_two_years,24,37
7263568,"Playita Cortada comunidad, Puerto Rico",one_or_two_years,0,15
7263697,"Pole Ojea comunidad, Puerto Rico",one_or_two_years,14,21
7263820,"Ponce zona urbana, Puerto Rico",one_or_two_years,109,94
7264127,"Potala Pastillo comunidad, Puerto Rico",one_or_two_years,0,15
7264400,"Pueblito del Carmen comunidad, Puerto Rico",one_or_two_years,0,15
7264500,"Pueblito del Río comunidad, Puerto Rico",one_or_two_years,0,15
7265589,"Puerto Real comunidad, Puerto Rico",one_or_two_years,0,22
7266492,"Punta Santiago comunidad, Puerto Rico",one_or_two_years,22,34
7266660,"Quebrada comunidad, Puerto Rico",one_or_two_years,0,15
7267200,"Quebrada del Agua comunidad, Puerto Rico",one_or_two_years,0,15
7267675,"Quebrada Prieta comunidad, Puerto Rico",one_or_two_years,0,15
7268040,"Quebradillas zona urbana, Puerto Rico",one_or_two_years,0,22
7268513,"Rafael Capó comunidad, Puerto Rico",one_or_two_years,0,15
7268556,"Rafael González comunidad, Puerto Rico",one_or_two_years,0,15
7268599,"Rafael Hernández comunidad, Puerto Rico",one_or_two_years,0,15
7268771,"Ramos comunidad, Puerto Rico",one_or_two_years,0,15
7269488,"Rincón comunidad, Puerto Rico",one_or_two_years,0,15
7269588,"Rincón zona urbana, Puerto Rico",one_or_two_years,0,15
7270448,"Río Blanco comunidad, Puerto Rico",one_or_two_years,72,123
7270706,"Río Cañas Abajo comunidad, Puerto Rico",one_or_two_years,0,15
7271136,"Río Grande zona urbana, Puerto Rico",one_or_two_years,21,35
7271437,"Río Lajas comunidad, Puerto Rico",one_or_two_years,0,15
7271996,"Rodríguez Hevia comunidad, Puerto Rico",one_or_two_years,0,15
7272555,"Rosa Sánchez comunidad, Puerto Rico",one_or_two_years,16,28
7273200,"Sabana comunidad, Puerto Rico",one_or_two_years,0,15
7273372,"Sabana Eneas comunidad, Puerto Rico",one_or_two_years,0,15
7273544,"Sabana Grande zona urbana, Puerto Rico",one_or_two_years,12,19
7273716,"Sabana Hoyos comunidad, Puerto Rico",one_or_two_years,0,15
7274189,"Sabana Seca comunidad, Puerto Rico",one_or_two_years,19,32
7274877,"Salinas zona urbana, Puerto Rico",one_or_two_years,19,29
7275608,"San Antonio comunidad (Aguadilla Municipio), Puerto Rico",one_or_two_years,0,15
7275694,"San Antonio comunidad (Dorado Municipio), Puerto Rico",one_or_two_years,40,63
7275780,"San Antonio comunidad (Quebradillas Municipio), Puerto Rico",one_or_two_years,66,101
7276167,"San Germán zona urbana, Puerto Rico",one_or_two_years,0,24
7276339,"San Isidro comunidad, Puerto Rico",one_or_two_years,23,37
7276683,"San José comunidad, Puerto Rico",one_or_two_years,0,15
7276770,"San Juan zona urbana, Puerto Rico",one_or_two_years,288,151
7277027,"San Lorenzo zona urbana, Puerto Rico",one_or_two_years,0,22
7277500,"San Sebastián zona urbana, Puerto Rico",one_or_two_years,52,82
7277672,"Santa Bárbara comunidad, Puerto Rico",one_or_two_years,0,15
7277826,"Santa Clara comunidad, Puerto Rico",one_or_two_years,0,15
7278145,"Santa Isabel zona urbana, Puerto Rico",one_or_two_years,0,22
7278317,"Santa María comunidad, Puerto Rico",one_or_two_years,0,15
7279564,"Santo Domingo comunidad, Puerto Rico",one_or_two_years,0,15
7280596,"Stella comunidad, Puerto Rico",one_or_two_years,0,15
7280639,"Suárez comunidad, Puerto Rico",one_or_two_years,0,15
7281413,"Tallaboa comunidad, Puerto Rico",one_or_two_years,0,15
7281456,"Tallaboa Alta comunidad, Puerto Rico",one_or_two_years,0,15
7282055,"Tibes comunidad, Puerto Rico",one_or_two_years,0,15
7282125,"Tiburones comunidad, Puerto Rico",one_or_two_years,0,15
7282187,"Tierras Nuevas Poniente comunidad, Puerto Rico",one_or_two_years,0,15
7282488,"Toa Alta zona urbana, Puerto Rico",one_or_two_years,0,15
7282617,"Toa Baja zona urbana, Puerto Rico",one_or_two_years,0,15
7282692,"Toaville comunidad, Puerto Rico",one_or_two_years,0,15
7282875,"Tomás de Castro comunidad, Puerto Rico",one_or_two_years,0,15
7283606,"Trujillo Alto zona urbana, Puerto Rico",one_or_two_years,74,83
7284509,"Utuado zona urbana, Puerto Rico",one_or_two_years,13,20
7284917,"Valle Hill comunidad, Puerto Rico",one_or_two_years,0,15
7285025,"Vayas comunidad, Puerto Rico",one_or_two_years,0,15
7285111,"Vázquez comunidad, Puerto Rico",one_or_two_years,0,15
7285197,"Vega Alta zona urbana, Puerto Rico",one_or_two_years,0,22
7285326,"Vega Baja zona urbana, Puerto Rico",one_or_two_years,85,92
7285971,"Vieques comunidad, Puerto Rico",one_or_two_years,0,15
7286014,"Vieques zona urbana, Puerto Rico",one_or_two_years,0,15
7286250,"Villa Calma comunidad, Puerto Rico",one_or_two_years,32,51
7286509,"Villa de Sabana comunidad, Puerto Rico",one_or_two_years,0,15
7286584,"Villa Esperanza comunidad, Puerto Rico",one_or_two_years,0,15
7286788,"Villa Hugo I comunidad, Puerto Rico",one_or_two_years,0,15
7286796,"Villa Hugo II comunidad, Puerto Rico",one_or_two_years,0,15
7286831,"Villalba zona urbana, Puerto Rico",one_or_two_years,0,15
7287240,"Villa Quintero comunidad, Puerto Rico",one_or_two_years,0,15
7287272,"Villas del Sol comunidad, Puerto Rico",one_or_two_years,0,15
7287282,"Villa Sin Miedo comunidad, Puerto Rico",one_or_two_years,0,15
7287638,"Voladoras comunidad, Puerto Rico",one_or_two_years,0,15
7287863,"Yabucoa zona urbana, Puerto Rico",one_or_two_years,31,49
7288035,"Yauco zona urbana, Puerto Rico",one_or_two_years,0,24
7288121,"Yaurel comunidad, Puerto Rico",one_or_two_years,0,15
7288293,"Yeguada comunidad, Puerto Rico",one_or_two_years,0,15
7200186,"Aceitunas comunidad, Puerto Rico",three_or_four_years,0,15
7200358,"Adjuntas zona urbana, Puerto Rico",three_or_four_years,0,15
7200616,"Aguada zona urbana, Puerto Rico",three_or_four_years,0,15
7200745,"Aguadilla zona urbana, Puerto Rico",three_or_four_years,0,24
7200874,"Aguas Buenas zona urbana, Puerto Rico",three_or_four_years,0,15
7201003,"Aguas Claras comunidad, Puerto Rico",three_or_four_years,0,15
7201089,"Aguilita comunidad, Puerto Rico",three_or_four_years,15,23
7201218,"Aibonito zona urbana, Puerto Rico",three_or_four_years,14,24
7201863,"Alianza comunidad, Puerto Rico",three_or_four_years,0,15
7202680,"Añasco zona urbana, Puerto Rico",three_or_four_years,12,19
7203024,"Animas comunidad, Puerto Rico",three_or_four_years,0,15
7203174,"Anon Raices comunidad, Puerto Rico",three_or_four_years,0,15
7203196,"Antón Ruíz comunidad, Puerto Rico",three_or_four_years,160,239
7203368,"Arecibo zona urbana, Puerto Rico",three_or_four_years,15,23
7203927,"Arroyo zona urbana, Puerto Rico",three_or_four_years,0,22
7204620,"Bairoa La Veinticinco comunidad, Puerto Rico",three_or_four_years,0,15
7204658,"Bajadero comunidad, Puerto Rico",three_or_four_years,27,43
7204701,"Bajandas comunidad, Puerto Rico",three_or_four_years,0,15
7205217,"Barahona comunidad, Puerto Rico",three_or_four_years,0,15
7205346,"Barceloneta zona urbana, Puerto Rico",three_or_four_years,17,27
7205690,"Barranquitas zona urbana, Puerto Rico",three_or_four_years,0,15
7206421,"Bartolo comunidad, Puerto Rico",three_or_four_years,0,15
7206593,"Bayamón zona urbana, Puerto Rico",three_or_four_years,152,104
7206679,"Bayamón comunidad, Puerto Rico",three_or_four_years,0,15
7207496,"Benítez comunidad, Puerto Rico",three_or_four_years,0,15
7207668,"Betances comunidad, Puerto Rico",three_or_four_years,0,15
7207969,"Boquerón comunidad (Cabo Rojo Municipio), Puerto Rico",three_or_four_years,0,15
7208099,"Boquerón comunidad (Las Piedras Municipio), Puerto Rico",three_or_four_years,0,15
7208700,"Breñas comunidad, Puerto Rico",three_or_four_years,0,15
7208722,"Brisas del Campanero comunidad, Puerto Rico",three_or_four_years,0,15
7209087,"Buena Vista comunidad (Arroyo Municipio), Puerto Rico",three_or_four_years,0,15
7209250,"Buena Vista comunidad (Humacao Municipio), Puerto Rico",three_or_four_years,0,15
7209603,"Búfalo comunidad, Puerto Rico",three_or_four_years,0,15
7209689,"Cabán comunidad, Puerto Rico",three_or_four_years,19,31
7209861,"Cabo Rojo zona urbana, Puerto Rico",three_or_four_years,0,22
7210048,"Cacao comunidad, Puerto Rico",three_or_four_years,0,15
7210334,"Caguas zona urbana, Puerto Rico",three_or_four_years,65,64
7211151,"Calzada comunidad, Puerto Rico",three_or_four_years,0,15
7211345,"Cambalache comunidad, Puerto Rico",three_or_four_years,0,15
7211581,"Campanilla comunidad, Puerto Rico",three_or_four_years,0,15
7211597,"Campanillas comunidad, Puerto Rico",three_or_four_years,0,15
7211710,"Campo Rico comunidad, Puerto Rico",three_or_four_years,0,15
7211925,"Camuy zona urbana, Puerto Rico",three_or_four_years,0,15
7212441,"Candelaria comunidad, Puerto Rico",three_or_four_years,14,22
7212560,"Candelaria Arenas comunidad, Puerto Rico",three_or_four_years,0,15
7212568,"Candelero Abajo comunidad, Puerto Rico",three_or_four_years,0,15
7212613,"Candelero Arriba comunidad, Puerto Rico",three_or_four_years,0,15
7212806,"Caño Martin Peña comunidad, Puerto Rico",three_or_four_years,32,39
7212828,"Canóvanas zona urbana, Puerto Rico",three_or_four_years,0,24
7213065,"Canovanillas comunidad, Puerto Rico",three_or_four_years,0,15
7213925,"Capitanejo comunidad, Puerto Rico",three_or_four_years,0,15
7214290,"Carolina zona urbana, Puerto Rico",three_or_four_years,40,51
7214634,"Carrizales comunidad, Puerto Rico",three_or_four_years,0,15
7215193,"Cataño zona urbana, Puerto Rico",three_or_four_years,26,30
7215494,"Cayey zona urbana, Puerto Rico",three_or_four_years,24,39
7215623,"Cayuco comunidad, Puerto Rico",three_or_four_years,0,15
7215924,"Ceiba zona urbana, Puerto Rico",three_or_four_years,0,15
7216139,"Ceiba comunidad, Puerto Rico",three_or_four_years,0,15
7216440,"Celada comunidad, Puerto Rico",three_or_four_years,0,15
7216526,"Central Aguirre comunidad, Puerto Rico",three_or_four_years,0,15
7217050,"Cerrillos Hoyos comunidad, Puerto Rico",three_or_four_years,0,15
7217773,"Ciales zona urbana, Puerto Rico",three_or_four_years,63,98
7218074,"Cidra zona urbana, Puerto Rico",three_or_four_years,18,29
7218719,"Coamo zona urbana, Puerto Rico",three_or_four_years,18,28
7218891,"Coco comunidad, Puerto Rico",three_or_four_years,0,22
7219665,"Comerío zona urbana, Puerto Rico",three_or_four_years,0,15
7219837,"Comunas comunidad, Puerto Rico",three_or_four_years,0,15
7220310,"Coquí comunidad, Puerto Rico",three_or_four_years,0,15
7220353,"Corazón comunidad, Puerto Rico",three_or_four_years,0,15
7220482,"Corcovado comunidad, Puerto Rico",three_or_four_years,0,15
7220783,"Corozal zona urbana, Puerto Rico",three_or_four_years,15,25
7220998,"Corral Viejo comunidad, Puerto Rico",three_or_four_years,0,15
7221213,"Coto Laurel comunidad, Puerto Rico",three_or_four_years,0,15
7221385,"Coto Norte comunidad, Puerto Rico",three_or_four_years,0,15
7222589,"Culebra zona urbana, Puerto Rico",three_or_four_years,0,15
7223062,"Daguao comunidad, Puerto Rico",three_or_four_years,0,15
7223341,"Del Carmen comunidad, Puerto Rico",three_or_four_years,0,15
7224008,"Dorado zona urbana, Puerto Rico",three_or_four_years,0,24
7224395,"Duque comunidad, Puerto Rico",three_or_four_years,0,15
7224954,"El Combate comunidad, Puerto Rico",three_or_four_years,0,15
7225556,"El Mangó comunidad, Puerto Rico",three_or_four_years,0,15
7225685,"El Negro comunidad, Puerto Rico",three_or_four_years,0,15
7225771,"El Ojo comunidad, Puerto Rico",three_or_four_years,0,15
7225835,"El Paraiso comunidad, Puerto Rico",three_or_four_years,0,15
7226287,"El Tumbao comunidad, Puerto Rico",three_or_four_years,8,13
7226362,"El Veintiséis comunidad, Puerto Rico",three_or_four_years,0,15
7226502,"Emajagua comunidad, Puerto Rico",three_or_four_years,0,15
7227190,"Esperanza comunidad, Puerto Rico",three_or_four_years,0,15
7227263,"Espino comunidad, Puerto Rico",three_or_four_years,0,15
7227964,"Fajardo zona urbana, Puerto Rico",three_or_four_years,29,33
7228367,"Ferrer comunidad, Puerto Rico",three_or_four_years,0,15
7228824,"Florida zona urbana, Puerto Rico",three_or_four_years,0,15
7229555,"Fránquez comunidad, Puerto Rico",three_or_four_years,0,15
7229682,"Frontón comunidad, Puerto Rico",three_or_four_years,0,15
7229727,"Fuig comunidad, Puerto Rico",three_or_four_years,0,15
7229813,"Galateo comunidad, Puerto Rico",three_or_four_years,0,15
7230372,"Garrochales comunidad, Puerto Rico",three_or_four_years,0,15
7230544,"G. L. García comunidad, Puerto Rico",three_or_four_years,99,115
7231189,"Guánica zona urbana, Puerto Rico",three_or_four_years,0,22
7231877,"Guayabal comunidad, Puerto Rico",three_or_four_years,0,15
7232221,"Guayama zona urbana, Puerto Rico",three_or_four_years,0,24
7232307,"Guayanilla zona urbana, Puerto Rico",three_or_four_years,0,15
7232522,"Guaynabo zona urbana, Puerto Rico",three_or_four_years,24,38
7232823,"Gurabo zona urbana, Puerto Rico",three_or_four_years,0,22
7233184,"Hacienda San José comunidad, Puerto Rico",three_or_four_years,0,15
7233296,"Hatillo zona urbana, Puerto Rico",three_or_four_years,35,58
7233597,"Hato Arriba comunidad, Puerto Rico",three_or_four_years,0,15
7233683,"Hato Candal comunidad, Puerto Rico",three_or_four_years,0,15
7234242,"Hato Viejo comunidad, Puerto Rico",three_or_four_years,0,15
7234914,"Honduras comunidad, Puerto Rico",three_or_four_years,0,15
7235059,"Hormigueros zona urbana, Puerto Rico",three_or_four_years,5,7
7235403,"H. Rivera Colón comunidad, Puerto Rico",three_or_four_years,0,15
7235532,"Humacao zona urbana, Puerto Rico",three_or_four_years,8,14
7235962,"Imbéry comunidad, Puerto Rico",three_or_four_years,0,15
7236177,"Indios comunidad, Puerto Rico",three_or_four_years,0,15
7236263,"Ingenio comunidad, Puerto Rico",three_or_four_years,0,15
7236478,"Isabela zona urbana, Puerto Rico",three_or_four_years,0,24
7236779,"Isleta comunidad, Puerto Rico",three_or_four_years,0,15
7237166,"Jagual comunidad, Puerto Rico",three_or_four_years,0,15
7237336,"Jaguas comunidad, Puerto Rico",three_or_four_years,0,15
7238241,"Jauca comunidad, Puerto Rico",three_or_four_years,0,15
7238370,"Jayuya zona urbana, Puerto Rico",three_or_four_years,0,15
7238671,"Jobos comunidad, Puerto Rico",three_or_four_years,0,15
7238972,"Juana Díaz zona urbana, Puerto Rico",three_or_four_years,12,19
7239470,"Juncal comunidad, Puerto Rico",three_or_four_years,0,15
7239574,"Juncos zona urbana, Puerto Rico",three_or_four_years,21,34
7239875,"La Alianza comunidad, Puerto Rico",three_or_four_years,0,15
7240348,"La Dolores comunidad, Puerto Rico",three_or_four_years,0,15
7240563,"La Fermina comunidad, Puerto Rico",three_or_four_years,0,15
7240950,"Lajas zona urbana, Puerto Rico",three_or_four_years,0,15
7241274,"La Liga comunidad, Puerto Rico",three_or_four_years,0,15
7241294,"La Luisa comunidad, Puerto Rico",three_or_four_years,20,33
7241466,"Lamboglia comunidad, Puerto Rico",three_or_four_years,0,15
7241767,"La Parguera comunidad, Puerto Rico",three_or_four_years,0,15
7241810,"La Pica comunidad, Puerto Rico",three_or_four_years,0,15
7242068,"La Playa comunidad, Puerto Rico",three_or_four_years,0,15
7242197,"La Plena comunidad, Puerto Rico",three_or_four_years,0,15
7242498,"Lares zona urbana, Puerto Rico",three_or_four_years,48,73
7242842,"Las Carolinas comunidad, Puerto Rico",three_or_four_years,0,15
7243057,"Las Croabas comunidad, Puerto Rico",three_or_four_years,0,15
7243294,"Las Gaviotas comunidad, Puerto Rico",three_or_four_years,0,15
7243702,"Las Marías comunidad, Puerto Rico",three_or_four_years,0,15
7243788,"Las Marías zona urbana, Puerto Rico",three_or_four_years,0,15
7244003,"Las Ochenta comunidad, Puerto Rico",three_or_four_years,0,15
7244089,"Las Ollas comunidad, Puerto Rico",three_or_four_years,0,15
7244390,"Las Piedras zona urbana, Puerto Rico",three_or_four_years,0,22
7244507,"Lassalle comunidad, Puerto Rico",three_or_four_years,0,15
7245170,"La Yuca comunidad, Puerto Rico",three_or_four_years,0,15
7245379,"Liborio Negrón Torres comunidad, Puerto Rico",three_or_four_years,0,15
7246282,"Lluveras comunidad, Puerto Rico",three_or_four_years,0,15
7246368,"Loíza zona urbana, Puerto Rico",three_or_four_years,0,15
7246626,"Lomas comunidad, Puerto Rico",three_or_four_years,0,15
7246800,"Lomas Verdes comunidad, Puerto Rico",three_or_four_years,0,15
7246960,"Los Héroes comunidad, Puerto Rico",three_or_four_years,0,15
7247013,"Los Llanos comunidad, Puerto Rico",three_or_four_years,20,31
7247336,"Los Panes comunidad, Puerto Rico",three_or_four_years,0,15
7247422,"Los Prados comunidad, Puerto Rico",three_or_four_years,0,15
7247615,"Luis Lloréns Torres comunidad, Puerto Rico",three_or_four_years,0,15
7247701,"Luis M. Cintrón comunidad, Puerto Rico",three_or_four_years,0,15
7247787,"Luquillo zona urbana, Puerto Rico",three_or_four_years,0,22
7247873,"Luyando comunidad, Puerto Rico",three_or_four_years,0,15
7248604,"Magas Arriba comunidad, Puerto Rico",three_or_four_years,0,15
7248862,"Maguayo comunidad, Puerto Rico",three_or_four_years,0,15
7250152,"Manatí zona urbana, Puerto Rico",three_or_four_years,18,31
7250260,"Mansión del Mar comunidad, Puerto Rico",three_or_four_years,76,74
7250270,"Mansión del Sol comunidad, Puerto Rico",three_or_four_years,0,15
7250754,"María Antonia comunidad, Puerto Rico",three_or_four_years,0,15
7251055,"Mariano Colón comunidad, Puerto Rico",three_or_four_years,0,15
7251270,"Maricao zona urbana, Puerto Rico",three_or_four_years,0,15
7251657,"Martorell comunidad, Puerto Rico",three_or_four_years,0,15
7251700,"Marueño comunidad, Puerto Rico",three_or_four_years,0,15
7252345,"Maunabo zona urbana, Puerto Rico",three_or_four_years,0,15
7252431,"Mayagüez zona urbana, Puerto Rico",three_or_four_years,13,14
7253678,"Miranda comunidad, Puerto Rico",three_or_four_years,0,15
7253807,"Moca zona urbana, Puerto Rico",three_or_four_years,0,15
7253979,"Monserrate comunidad, Puerto Rico",three_or_four_years,0,15
7254366,"Monte Grande comunidad, Puerto Rico",three_or_four_years,0,15
7254688,"Monte Verde comunidad, Puerto Rico",three_or_four_years,0,15
7254882,"Mora comunidad, Puerto Rico",three_or_four_years,0,15
7255097,"Morovis zona urbana, Puerto Rico",three_or_four_years,0,15
7255355,"Mucarabones comunidad, Puerto Rico",three_or_four_years,0,15
7255828,"Naguabo zona urbana, Puerto Rico",three_or_four_years,0,15
7256129,"Naranjito zona urbana, Puerto Rico",three_or_four_years,0,15
7257075,"Olimpo comunidad, Puerto Rico",three_or_four_years,24,41
7257290,"Orocovis zona urbana, Puerto Rico",three_or_four_years,0,15
7257612,"Pabellones comunidad, Puerto Rico",three_or_four_years,0,15
7257806,"Pájaros comunidad, Puerto Rico",three_or_four_years,20,33
7257862,"Pajonal comunidad, Puerto Rico",three_or_four_years,0,15
7257978,"Palmarejo comunidad (Coamo Municipio), Puerto Rico",three_or_four_years,0,15
7258064,"Palmarejo comunidad (Corozal Municipio), Puerto Rico",three_or_four_years,0,15
