geoid,name,pct_responsible_exclusion
12091,"Okaloosa County, Florida",Retained
27145,"Stearns County, Minnesota",Retained
39043,"Erie County, Ohio",Retained
04027,"Yuma County, Arizona",Retained
24017,"Charles County, Maryland",Retained
51760,"Richmond city, Virginia",Retained
36029,"Erie County, New York",Retained
26105,"Mason County, Michigan",Retained
41039,"Lane County, Oregon",Retained
49057,"Weber County, Utah",Retained
13089,"DeKalb County, Georgia",Retained
51003,"Albemarle County, Virginia",Retained
55141,"Wood County, Wisconsin",Retained
29221,"Washington County, Missouri",Retained
37063,"Durham County, North Carolina",Retained
06045,"Mendocino County, California",Retained
27091,"Martin County, Minnesota",Retained
55077,"Marquette County, Wisconsin",Retained
21047,"Christian County, Kentucky",Retained
37151,"Randolph County, North Carolina",Retained
48409,"San Patricio County, Texas",Retained
35039,"Rio Arriba County, New Mexico",Retained
51187,"Warren County, Virginia",Retained
48097,"Cooke County, Texas",Retained
42043,"Dauphin County, Pennsylvania",Retained
48349,"Navarro County, Texas",Retained
01009,"Blount County, Alabama",Retained
37109,"Lincoln County, North Carolina",Retained
18091,"LaPorte County, Indiana",Retained
53067,"Thurston County, Washington",Retained
47057,"Grainger County, Tennessee",Retained
55079,"Milwaukee County, Wisconsin",Retained
55087,"Outagamie County, Wisconsin",Retained
51009,"Amherst County, Virginia",Retained
18043,"Floyd County, Indiana",Retained
34009,"Cape May County, New Jersey",Retained
26027,"Cass County, Michigan",Retained
48469,"Victoria County, Texas",Retained
18067,"Howard County, Indiana",Retained
48167,"Galveston County, Texas",Retained
28033,"DeSoto County, Mississippi",Retained
25001,"Barnstable County, Massachusetts",Retained
26163,"Wayne County, Michigan",Retained
29189,"St. Louis County, Missouri",Retained
50023,"Washington County, Vermont",Retained
26115,"Monroe County, Michigan",Retained
33009,"Grafton County, New Hampshire",Retained
39141,"Ross County, Ohio",Retained
26147,"St. Clair County, Michigan",Retained
29099,"Jefferson County, Missouri",Retained
36053,"Madison County, New York",Retained
23005,"Cumberland County, Maine",Retained
20209,"Wyandotte County, Kansas",Retained
42101,"Philadelphia County, Pennsylvania",Retained
29145,"Newton County, Missouri",Retained
37141,"Pender County, North Carolina",Retained
13015,"Bartow County, Georgia",Retained
40125,"Pottawatomie County, Oklahoma",Retained
11001,"District of Columbia, District of Columbia",Retained
55071,"Manitowoc County, Wisconsin",Retained
28075,"Lauderdale County, Mississippi",Retained
39153,"Summit County, Ohio",Retained
01003,"Baldwin County, Alabama",Retained
53047,"Okanogan County, Washington",Retained
22093,"St. James Parish, Louisiana",Retained
55069,"Lincoln County, Wisconsin",Retained
04019,"Pima County, Arizona",Retained
12103,"Pinellas County, Florida",Retained
48427,"Starr County, Texas",Retained
48217,"Hill County, Texas",Retained
45033,"Dillon County, South Carolina",Retained
48143,"Erath County, Texas",Retained
26101,"Manistee County, Michigan",Retained
17177,"Stephenson County, Illinois",Retained
50017,"Orange County, Vermont",Retained
26149,"St. Joseph County, Michigan",Retained
01093,"Marion County, Alabama",Retained
42025,"Carbon County, Pennsylvania",Retained
48187,"Guadalupe County, Texas",Retained
48339,"Montgomery County, Texas",Retained
53045,"Mason County, Washington",Retained
05049,"Fulton County, Arkansas",Retained
48113,"Dallas County, Texas",Retained
29165,"Platte County, Missouri",Retained
20013,"Brown County, Kansas",Retained
53065,"Stevens County, Washington",Retained
17201,"Winnebago County, Illinois",Retained
51161,"Roanoke County, Virginia",Retained
55043,"Grant County, Wisconsin",Retained
53035,"Kitsap County, Washington",Retained
23001,"Androscoggin County, Maine",Retained
05063,"Independence County, Arkansas",Retained
35005,"Chaves County, New Mexico",Retained
18059,"Hancock County, Indiana",Retained
36031,"Essex County, New York",Retained
51800,"Suffolk city, Virginia",Retained
37037,"Chatham County, North Carolina",Retained
36027,"Dutchess County, New York",Retained
26037,"Clinton County, Michigan",Retained
17113,"McLean County, Illinois",Retained
13121,"Fulton County, Georgia",Retained
37085,"Harnett County, North Carolina",Retained
12009,"Brevard County, Florida",Retained
26081,"Kent County, Michigan",Retained
36039,"Greene County, New York",Retained
04021,"Pinal County, Arizona",Retained
39045,"Fairfield County, Ohio",Retained
16053,"Jerome County, Idaho",Retained
42079,"Luzerne County, Pennsylvania",Retained
13247,"Rockdale County, Georgia",Retained
42093,"Montour County, Pennsylvania",Retained
12053,"Hernando County, Florida",Retained
36071,"Orange County, New York",Retained
04015,"Mohave County, Arizona",Retained
30029,"Flathead County, Montana",Retained
13045,"Carroll County, Georgia",Retained
12019,"Clay County, Florida",Retained
55075,"Marinette County, Wisconsin",Retained
48139,"Ellis County, Texas",Retained
26077,"Kalamazoo County, Michigan",Retained
44009,"Washington County, Rhode Island",Retained
37089,"Henderson County, North Carolina",Retained
25013,"Hampden County, Massachusetts",Retained
12057,"Hillsborough County, Florida",Retained
49047,"Uintah County, Utah",Retained
39077,"Huron County, Ohio",Retained
04009,"Graham County, Arizona",Retained
18127,"Porter County, Indiana",Retained
55025,"Dane County, Wisconsin",Retained
42069,"Lackawanna County, Pennsylvania",Retained
19139,"Muscatine County, Iowa",Retained
26145,"Saginaw County, Michigan",Retained
45035,"Dorchester County, South Carolina",Retained
32031,"Washoe County, Nevada",Retained
55053,"Jackson County, Wisconsin",Retained
48181,"Grayson County, Texas",Retained
51087,"Henrico County, Virginia",Retained
37065,"Edgecombe County, North Carolina",Retained
18081,"Johnson County, Indiana",Retained
20091,"Johnson County, Kansas",Retained
23031,"York County, Maine",Retained
21037,"Campbell County, Kentucky",Retained
48257,"Kaufman County, Texas",Retained
10003,"New Castle County, Delaware",Retained
48473,"Waller County, Texas",Retained
29097,"Jasper County, Missouri",Retained
36001,"Albany County, New York",Retained
42095,"Northampton County, Pennsylvania",Retained
51069,"Frederick County, Virginia",Retained
04025,"Yavapai County, Arizona",Retained
39117,"Morrow County, Ohio",Retained
13217,"Newton County, Georgia",Retained
09170,"South Central Connecticut Planning Region, Connecticut",Retained
53041,"Lewis County, Washington",Retained
53077,"Yakima County, Washington",Retained
41017,"Deschutes County, Oregon",Retained
47009,"Blount County, Tennessee",Retained
13223,"Paulding County, Georgia",Retained
47149,"Rutherford County, Tennessee",Retained
26161,"Washtenaw County, Michigan",Retained
27019,"Carver County, Minnesota",Retained
06041,"Marin County, California",Retained
18005,"Bartholomew County, Indiana",Retained
13151,"Henry County, Georgia",Retained
48491,"Williamson County, Texas",Retained
13139,"Hall County, Georgia",Retained
36005,"Bronx County, New York",Retained
48021,"Bastrop County, Texas",Retained
36073,"Orleans County, New York",Retained
42071,"Lancaster County, Pennsylvania",Retained
25011,"Franklin County, Massachusetts",Retained
39157,"Tuscarawas County, Ohio",Retained
48367,"Parker County, Texas",Retained
47059,"Greene County, Tennessee",Retained
48467,"Van Zandt County, Texas",Retained
48493,"Wilson County, Texas",Retained
09140,"Naugatuck Valley Planning Region, Connecticut",Retained
51036,"Charles City County, Virginia",Retained
48251,"Johnson County, Texas",Retained
08059,"Jefferson County, Colorado",Retained
48201,"Harris County, Texas",Retained
48029,"Bexar County, Texas",Retained
47099,"Lawrence County, Tennessee",Retained
48221,"Hood County, Texas",Retained
37119,"Mecklenburg County, North Carolina",Retained
47021,"Cheatham County, Tennessee",Retained
34037,"Sussex County, New Jersey",Retained
51199,"York County, Virginia",Retained
12099,"Palm Beach County, Florida",Retained
12089,"Nassau County, Florida",Retained
22117,"Washington Parish, Louisiana",Retained
48061,"Cameron County, Texas",Retained
48141,"El Paso County, Texas",Retained
53075,"Whitman County, Washington",Retained
24033,"Prince George's County, Maryland",Retained
27095,"Mille Lacs County, Minnesota",Retained
34005,"Burlington County, New Jersey",Retained
04023,"Santa Cruz County, Arizona",Retained
34013,"Essex County, New Jersey",Retained
53063,"Spokane County, Washington",Retained
19193,"Woodbury County, Iowa",Retained
51095,"James City County, Virginia",Retained
06029,"Kern County, California",Retained
33017,"Strafford County, New Hampshire",Retained
13097,"Douglas County, Georgia",Retained
42011,"Berks County, Pennsylvania",Retained
49045,"Tooele County, Utah",Retained
48215,"Hidalgo County, Texas",Retained
15001,"Hawaii County, Hawaii",Retained
41019,"Douglas County, Oregon",Retained
42001,"Adams County, Pennsylvania",Retained
31055,"Douglas County, Nebraska",Retained
36111,"Ulster County, New York",Retained
48439,"Tarrant County, Texas",Retained
12071,"Lee County, Florida",Retained
45057,"Lancaster County, South Carolina",Retained
20103,"Leavenworth County, Kansas",Retained
51510,"Alexandria city, Virginia",Retained
55133,"Waukesha County, Wisconsin",Retained
06017,"El Dorado County, California",Retained
42103,"Pike County, Pennsylvania",Retained
26109,"Menominee County, Michigan",Retained
12105,"Polk County, Florida",Retained
53027,"Grays Harbor County, Washington",Retained
53011,"Clark County, Washington",Retained
26067,"Ionia County, Michigan",Retained
37077,"Granville County, North Carolina",Retained
42075,"Lebanon County, Pennsylvania",Retained
48479,"Webb County, Texas",Retained
37105,"Lee County, North Carolina",Retained
27059,"Isanti County, Minnesota",Retained
25005,"Bristol County, Massachusetts",Retained
34015,"Gloucester County, New Jersey",Retained
41043,"Linn County, Oregon",Retained
55063,"La Crosse County, Wisconsin",Retained
06031,"Kings County, California",Retained
55059,"Kenosha County, Wisconsin",Retained
12021,"Collier County, Florida",Retained
27099,"Mower County, Minnesota",Retained
42017,"Bucks County, Pennsylvania",Retained
55123,"Vernon County, Wisconsin",Retained
41029,"Jackson County, Oregon",Retained
33019,"Sullivan County, New Hampshire",Retained
09150,"Northeastern Connecticut Planning Region, Connecticut",Retained
26075,"Jackson County, Michigan",Retained
51179,"Stafford County, Virginia",Retained
47141,"Putnam County, Tennessee",Retained
27065,"Kanabec County, Minnesota",Retained
51810,"Virginia Beach city, Virginia",Retained
08001,"Adams County, Colorado",Retained
27053,"Hennepin County, Minnesota",Retained
27035,"Crow Wing County, Minnesota",Retained
42041,"Cumberland County, Pennsylvania",Retained
44007,"Providence County, Rhode Island",Retained
40017,"Canadian County, Oklahoma",Retained
09130,"Lower Connecticut River Valley Planning Region, Connecticut",Retained
49005,"Cache County, Utah",Retained
06007,"Butte County, California",Retained
16011,"Bingham County, Idaho",Retained
48453,"Travis County, Texas",Retained
34011,"Cumberland County, New Jersey",Retained
54037,"Jefferson County, West Virginia",Retained
33011,"Hillsborough County, New Hampshire",Retained
37127,"Nash County, North Carolina",Retained
33001,"Belknap County, New Hampshire",Retained
12069,"Lake County, Florida",Retained
24045,"Wicomico County, Maryland",Retained
27049,"Goodhue County, Minnesota",Retained
27111,"Otter Tail County, Minnesota",Retained
09110,"Capitol Planning Region, Connecticut",Retained
04013,"Maricopa County, Arizona",Retained
36091,"Saratoga County, New York",Retained
26029,"Charlevoix County, Michigan",Retained
13067,"Cobb County, Georgia",Retained
55139,"Winnebago County, Wisconsin",Retained
12117,"Seminole County, Florida",Retained
17093,"Kendall County, Illinois",Retained
42045,"Delaware County, Pennsylvania",Retained
41047,"Marion County, Oregon",Retained
12101,"Pasco County, Florida",Retained
09120,"Greater Bridgeport Planning Region, Connecticut",Retained
26061,"Houghton County, Michigan",Retained
33015,"Rockingham County, New Hampshire",Retained
12109,"St. Johns County, Florida",Retained
33005,"Cheshire County, New Hampshire",Retained
37183,"Wake County, North Carolina",Retained
51085,"Hanover County, Virginia",Retained
17173,"Shelby County, Illinois",Retained
25009,"Essex County, Massachusetts",Retained
53007,"Chelan County, Washington",Retained
51047,"Culpeper County, Virginia",Retained
29101,"Johnson County, Missouri",Retained
32003,"Clark County, Nevada",Retained
26099,"Macomb County, Michigan",Retained
42091,"Montgomery County, Pennsylvania",Retained
53053,"Pierce County, Washington",Retained
06061,"Placer County, California",Retained
42029,"Chester County, Pennsylvania",Retained
47187,"Williamson County, Tennessee",Retained
26157,"Tuscola County, Michigan",Retained
23011,"Kennebec County, Maine",Retained
25023,"Plymouth County, Massachusetts",Retained
17197,"Will County, Illinois",Retained
51013,"Arlington County, Virginia",Retained
36061,"New York County, New York",Retained
27003,"Anoka County, Minnesota",Retained
41033,"Josephine County, Oregon",Retained
26107,"Mecosta County, Michigan",Retained
06079,"San Luis Obispo County, California",Retained
06095,"Solano County, California",Retained
28107,"Panola County, Mississippi",Retained
51099,"King George County, Virginia",Retained
51031,"Campbell County, Virginia",Retained
12111,"St. Lucie County, Florida",Retained
17031,"Cook County, Illinois",Retained
34025,"Monmouth County, New Jersey",Retained
24003,"Anne Arundel County, Maryland",Retained
24005,"Baltimore County, Maryland",Retained
06113,"Yolo County, California",Retained
49041,"Sevier County, Utah",Retained
08013,"Boulder County, Colorado",Retained
37179,"Union County, North Carolina",Retained
13135,"Gwinnett County, Georgia",Retained
55081,"Monroe County, Wisconsin",Retained
06019,"Fresno County, California",Retained
42077,"Lehigh County, Pennsylvania",Retained
54003,"Berkeley County, West Virginia",Retained
27037,"Dakota County, Minnesota",Retained
06107,"Tulare County, California",Retained
25027,"Worcester County, Massachusetts",Retained
08005,"Arapahoe County, Colorado",Retained
02020,"Anchorage Municipality, Alaska",Retained
36047,"Kings County, New York",Retained
16027,"Canyon County, Idaho",Retained
53061,"Snohomish County, Washington",Retained
12095,"Orange County, Florida",Retained
34029,"Ocean County, New Jersey",Retained
53025,"Grant County, Washington",Retained
26125,"Oakland County, Michigan",Retained
48157,"Fort Bend County, Texas",Retained
13073,"Columbia County, Georgia",Retained
18057,"Hamilton County, Indiana",Retained
06073,"San Diego County, California",Retained
24037,"St. Mary's County, Maryland",Retained
12035,"Flagler County, Florida",Retained
48121,"Denton County, Texas",Retained
26139,"Ottawa County, Michigan",Retained
26165,"Wexford County, Michigan",Retained
55137,"Waushara County, Wisconsin",Retained
24013,"Carroll County, Maryland",Retained
26045,"Eaton County, Michigan",Retained
41003,"Benton County, Oregon",Retained
09180,"Southeastern Connecticut Planning Region, Connecticut",Retained
12115,"Sarasota County, Florida",Retained
41005,"Clackamas County, Oregon",Retained
49035,"Salt Lake County, Utah",Retained
15007,"Kauai County, Hawaii",Retained
36069,"Ontario County, New York",Retained
06097,"Sonoma County, California",Retained
12011,"Broward County, Florida",Retained
41051,"Multnomah County, Oregon",Retained
06047,"Merced County, California",Retained
08035,"Douglas County, Colorado",Retained
06115,"Yuba County, California",Retained
25025,"Suffolk County, Massachusetts",Retained
13057,"Cherokee County, Georgia",Retained
12083,"Marion County, Florida",Retained
55121,"Trempealeau County, Wisconsin",Retained
13113,"Fayette County, Georgia",Retained
49049,"Utah County, Utah",Retained
06081,"San Mateo County, California",Retained
49053,"Washington County, Utah",Retained
17097,"Lake County, Illinois",Retained
34021,"Mercer County, New Jersey",Retained
06067,"Sacramento County, California",Retained
09190,"Western Connecticut Planning Region, Connecticut",Retained
51153,"Prince William County, Virginia",Retained
17111,"McHenry County, Illinois",Retained
53033,"King County, Washington",Retained
06099,"Stanislaus County, California",Retained
42089,"Monroe County, Pennsylvania",Retained
12097,"Osceola County, Florida",Retained
06039,"Madera County, California",Retained
46101,"Moody County, South Dakota",Retained
24027,"Howard County, Maryland",Retained
06087,"Santa Cruz County, California",Retained
24009,"Calvert County, Maryland",Retained
48085,"Collin County, Texas",Retained
34001,"Atlantic County, New Jersey",Retained
06101,"Sutter County, California",Retained
17089,"Kane County, Illinois",Retained
31153,"Sarpy County, Nebraska",Retained
41053,"Polk County, Oregon",Retained
27163,"Washington County, Minnesota",Retained
13117,"Forsyth County, Georgia",Retained
27141,"Sherburne County, Minnesota",Retained
27123,"Ramsey County, Minnesota",Retained
36119,"Westchester County, New York",Retained
24021,"Frederick County, Maryland",Retained
06071,"San Bernardino County, California",Retained
18183,"Whitley County, Indiana",Retained
34031,"Passaic County, New Jersey",Retained
44003,"Kent County, Rhode Island",Retained
49003,"Box Elder County, Utah",Retained
17043,"DuPage County, Illinois",Retained
55117,"Sheboygan County, Wisconsin",Retained
06013,"Contra Costa County, California",Retained
33013,"Merrimack County, New Hampshire",Retained
51107,"Loudoun County, Virginia",Retained
48497,"Wise County, Texas",Retained
13013,"Barrow County, Georgia",Retained
05149,"Yell County, Arkansas",Retained
15009,"Maui County, Hawaii",Retained
51059,"Fairfax County, Virginia",Retained
06037,"Los Angeles County, California",Retained
49039,"Sanpete County, Utah",Retained
34003,"Bergen County, New Jersey",Retained
24031,"Montgomery County, Maryland",Retained
15003,"Honolulu County, Hawaii",Retained
41067,"Washington County, Oregon",Retained
36081,"Queens County, New York",Retained
06065,"Riverside County, California",Retained
06001,"Alameda County, California",Retained
34017,"Hudson County, New Jersey",Retained
36103,"Suffolk County, New York",Retained
26093,"Livingston County, Michigan",Retained
36087,"Rockland County, New York",Retained
34027,"Morris County, New Jersey",Retained
06077,"San Joaquin County, California",Retained
12086,"Miami-Dade County, Florida",Retained
55033,"Dunn County, Wisconsin",Retained
06111,"Ventura County, California",Retained
36085,"Richmond County, New York",Retained
34039,"Union County, New Jersey",Retained
25021,"Norfolk County, Massachusetts",Retained
06059,"Orange County, California",Retained
26087,"Lapeer County, Michigan",Retained
06083,"Santa Barbara County, California",Retained
25017,"Middlesex County, Massachusetts",Retained
06075,"San Francisco County, California",Retained
49011,"Davis County, Utah",Retained
34023,"Middlesex County, New Jersey",Retained
36059,"Nassau County, New York",Retained
06085,"Santa Clara County, California",Retained
06023,"Humboldt County, California",Retained
36121,"Wyoming County, New York",Retained
27171,"Wright County, Minnesota",Retained
06069,"San Benito County, California",Retained
39041,"Delaware County, Ohio",Retained
34035,"Somerset County, New Jersey",Retained
06053,"Monterey County, California",Retained
55127,"Walworth County, Wisconsin",Retained
26113,"Missaukee County, Michigan",Retained
06055,"Napa County, California",Retained
01007,"Bibb County, Alabama",Percentage MOE exceeds 50% of estimate
01011,"Bullock County, Alabama",Caregiver count MOE exceeds 50% of estimate
01019,"Cherokee County, Alabama",Caregiver count MOE exceeds 50% of estimate
01023,"Choctaw County, Alabama",Caregiver count MOE exceeds 50% of estimate
01027,"Clay County, Alabama",Caregiver count MOE exceeds 50% of estimate
01029,"Cleburne County, Alabama",Caregiver count MOE exceeds 50% of estimate
01033,"Colbert County, Alabama",Caregiver count MOE exceeds 50% of estimate
01035,"Conecuh County, Alabama",Caregiver count MOE exceeds 50% of estimate
01037,"Coosa County, Alabama",Percentage MOE exceeds 50% of estimate
01041,"Crenshaw County, Alabama",Caregiver count MOE exceeds 50% of estimate
01059,"Franklin County, Alabama",Caregiver count MOE exceeds 50% of estimate
01065,"Hale County, Alabama",Caregiver count MOE exceeds 50% of estimate
01067,"Henry County, Alabama",Caregiver count MOE exceeds 50% of estimate
01085,"Lowndes County, Alabama",Caregiver count MOE exceeds 50% of estimate
01091,"Marengo County, Alabama",Caregiver count MOE exceeds 50% of estimate
01105,"Perry County, Alabama",Caregiver count MOE exceeds 50% of estimate
01119,"Sumter County, Alabama",Caregiver count MOE exceeds 50% of estimate
01129,"Washington County, Alabama",Caregiver count MOE exceeds 50% of estimate
01131,"Wilcox County, Alabama",Caregiver count MOE exceeds 50% of estimate
02013,"Aleutians East Borough, Alaska",Caregiver count MOE exceeds 50% of estimate
02016,"Aleutians West Census Area, Alaska",Percentage MOE exceeds 50% of estimate
02060,"Bristol Bay Borough, Alaska",Percentage MOE exceeds 50% of estimate
02063,"Chugach Census Area, Alaska",Percentage MOE exceeds 50% of estimate
02066,"Copper River Census Area, Alaska",Percentage MOE exceeds 50% of estimate
02068,"Denali Borough, Alaska",Percentage MOE exceeds 50% of estimate
02100,"Haines Borough, Alaska",Unavailable MOE or zero percentage
02105,"Hoonah-Angoon Census Area, Alaska",Caregiver count MOE exceeds 50% of estimate
02110,"Juneau City and Borough, Alaska",Percentage MOE exceeds 50% of estimate
02150,"Kodiak Island Borough, Alaska",Percentage MOE exceeds 50% of estimate
02164,"Lake and Peninsula Borough, Alaska",Caregiver count MOE exceeds 50% of estimate
02195,"Petersburg Borough, Alaska",Caregiver count MOE exceeds 50% of estimate
02220,"Sitka City and Borough, Alaska",Percentage MOE exceeds 50% of estimate
02230,"Skagway Municipality, Alaska",Percentage MOE exceeds 50% of estimate
02240,"Southeast Fairbanks Census Area, Alaska",Caregiver count MOE exceeds 50% of estimate
02275,"Wrangell City and Borough, Alaska",Percentage MOE exceeds 50% of estimate
02282,"Yakutat City and Borough, Alaska",Percentage MOE exceeds 50% of estimate
04011,"Greenlee County, Arizona",Percentage MOE exceeds 50% of estimate
05003,"Ashley County, Arkansas",Percentage MOE exceeds 50% of estimate
05005,"Baxter County, Arkansas",Caregiver count MOE exceeds 50% of estimate
05011,"Bradley County, Arkansas",Caregiver count MOE exceeds 50% of estimate
05017,"Chicot County, Arkansas",Caregiver count MOE exceeds 50% of estimate
05025,"Cleveland County, Arkansas",Percentage MOE exceeds 50% of estimate
05027,"Columbia County, Arkansas",Caregiver count MOE exceeds 50% of estimate
05029,"Conway County, Arkansas",Caregiver count MOE exceeds 50% of estimate
05039,"Dallas County, Arkansas",Percentage MOE exceeds 50% of estimate
05053,"Grant County, Arkansas",Caregiver count MOE exceeds 50% of estimate
05061,"Howard County, Arkansas",Caregiver count MOE exceeds 50% of estimate
05067,"Jackson County, Arkansas",Caregiver count MOE exceeds 50% of estimate
05077,"Lee County, Arkansas",Percentage MOE exceeds 50% of estimate
05079,"Lincoln County, Arkansas",Caregiver count MOE exceeds 50% of estimate
05081,"Little River County, Arkansas",Caregiver count MOE exceeds 50% of estimate
05087,"Madison County, Arkansas",Caregiver count MOE exceeds 50% of estimate
05095,"Monroe County, Arkansas",Caregiver count MOE exceeds 50% of estimate
05097,"Montgomery County, Arkansas",Percentage MOE exceeds 50% of estimate
05099,"Nevada County, Arkansas",Percentage MOE exceeds 50% of estimate
05101,"Newton County, Arkansas",Percentage MOE exceeds 50% of estimate
05105,"Perry County, Arkansas",Caregiver count MOE exceeds 50% of estimate
05109,"Pike County, Arkansas",Caregiver count MOE exceeds 50% of estimate
05111,"Poinsett County, Arkansas",Caregiver count MOE exceeds 50% of estimate
05113,"Polk County, Arkansas",Caregiver count MOE exceeds 50% of estimate
05117,"Prairie County, Arkansas",Caregiver count MOE exceeds 50% of estimate
05121,"Randolph County, Arkansas",Caregiver count MOE exceeds 50% of estimate
05123,"St. Francis County, Arkansas",Caregiver count MOE exceeds 50% of estimate
05127,"Scott County, Arkansas",Percentage MOE exceeds 50% of estimate
05129,"Searcy County, Arkansas",Percentage MOE exceeds 50% of estimate
05133,"Sevier County, Arkansas",Percentage MOE exceeds 50% of estimate
05137,"Stone County, Arkansas",Caregiver count MOE exceeds 50% of estimate
05139,"Union County, Arkansas",Caregiver count MOE exceeds 50% of estimate
05147,"Woodruff County, Arkansas",Caregiver count MOE exceeds 50% of estimate
06003,"Alpine County, California",Percentage MOE exceeds 50% of estimate
06005,"Amador County, California",Caregiver count MOE exceeds 50% of estimate
06009,"Calaveras County, California",Percentage MOE exceeds 50% of estimate
06011,"Colusa County, California",Caregiver count MOE exceeds 50% of estimate
06015,"Del Norte County, California",Caregiver count MOE exceeds 50% of estimate
06021,"Glenn County, California",Percentage MOE exceeds 50% of estimate
06027,"Inyo County, California",Caregiver count MOE exceeds 50% of estimate
06035,"Lassen County, California",Caregiver count MOE exceeds 50% of estimate
06043,"Mariposa County, California",Percentage MOE exceeds 50% of estimate
06049,"Modoc County, California",Percentage MOE exceeds 50% of estimate
06051,"Mono County, California",Percentage MOE exceeds 50% of estimate
06063,"Plumas County, California",Caregiver count MOE exceeds 50% of estimate
06091,"Sierra County, California",Missing input or nonpositive denominator
06105,"Trinity County, California",Percentage MOE exceeds 50% of estimate
06109,"Tuolumne County, California",Caregiver count MOE exceeds 50% of estimate
08003,"Alamosa County, Colorado",Percentage MOE exceeds 50% of estimate
08007,"Archuleta County, Colorado",Percentage MOE exceeds 50% of estimate
08009,"Baca County, Colorado",Caregiver count MOE exceeds 50% of estimate
08011,"Bent County, Colorado",Percentage MOE exceeds 50% of estimate
08014,"Broomfield County, Colorado",Percentage MOE exceeds 50% of estimate
08015,"Chaffee County, Colorado",Percentage MOE exceeds 50% of estimate
08017,"Cheyenne County, Colorado",Percentage MOE exceeds 50% of estimate
08019,"Clear Creek County, Colorado",Unavailable MOE or zero percentage
08021,"Conejos County, Colorado",Caregiver count MOE exceeds 50% of estimate
08023,"Costilla County, Colorado",Caregiver count MOE exceeds 50% of estimate
08025,"Crowley County, Colorado",Caregiver count MOE exceeds 50% of estimate
08027,"Custer County, Colorado",Unavailable MOE or zero percentage
08033,"Dolores County, Colorado",Missing input or nonpositive denominator
08037,"Eagle County, Colorado",Percentage MOE exceeds 50% of estimate
08039,"Elbert County, Colorado",Percentage MOE exceeds 50% of estimate
08045,"Garfield County, Colorado",Caregiver count MOE exceeds 50% of estimate
08047,"Gilpin County, Colorado",Unavailable MOE or zero percentage
08049,"Grand County, Colorado",Percentage MOE exceeds 50% of estimate
08051,"Gunnison County, Colorado",Percentage MOE exceeds 50% of estimate
08053,"Hinsdale County, Colorado",Missing input or nonpositive denominator
08055,"Huerfano County, Colorado",Caregiver count MOE exceeds 50% of estimate
08057,"Jackson County, Colorado",Percentage MOE exceeds 50% of estimate
08061,"Kiowa County, Colorado",Caregiver count MOE exceeds 50% of estimate
08063,"Kit Carson County, Colorado",Caregiver count MOE exceeds 50% of estimate
08065,"Lake County, Colorado",Caregiver count MOE exceeds 50% of estimate
08067,"La Plata County, Colorado",Caregiver count MOE exceeds 50% of estimate
08073,"Lincoln County, Colorado",Percentage MOE exceeds 50% of estimate
08075,"Logan County, Colorado",Caregiver count MOE exceeds 50% of estimate
08079,"Mineral County, Colorado",Unavailable MOE or zero percentage
08081,"Moffat County, Colorado",Caregiver count MOE exceeds 50% of estimate
08083,"Montezuma County, Colorado",Caregiver count MOE exceeds 50% of estimate
08085,"Montrose County, Colorado",Percentage MOE exceeds 50% of estimate
08087,"Morgan County, Colorado",Percentage MOE exceeds 50% of estimate
08089,"Otero County, Colorado",Caregiver count MOE exceeds 50% of estimate
08091,"Ouray County, Colorado",Percentage MOE exceeds 50% of estimate
08093,"Park County, Colorado",Percentage MOE exceeds 50% of estimate
08095,"Phillips County, Colorado",Unavailable MOE or zero percentage
08097,"Pitkin County, Colorado",Percentage MOE exceeds 50% of estimate
08099,"Prowers County, Colorado",Caregiver count MOE exceeds 50% of estimate
08103,"Rio Blanco County, Colorado",Percentage MOE exceeds 50% of estimate
08105,"Rio Grande County, Colorado",Percentage MOE exceeds 50% of estimate
08107,"Routt County, Colorado",Percentage MOE exceeds 50% of estimate
08109,"Saguache County, Colorado",Percentage MOE exceeds 50% of estimate
08111,"San Juan County, Colorado",Percentage MOE exceeds 50% of estimate
08113,"San Miguel County, Colorado",Missing input or nonpositive denominator
08115,"Sedgwick County, Colorado",Percentage MOE exceeds 50% of estimate
08117,"Summit County, Colorado",Caregiver count MOE exceeds 50% of estimate
08119,"Teller County, Colorado",Percentage MOE exceeds 50% of estimate
08121,"Washington County, Colorado",Caregiver count MOE exceeds 50% of estimate
08125,"Yuma County, Colorado",Percentage MOE exceeds 50% of estimate
12003,"Baker County, Florida",Caregiver count MOE exceeds 50% of estimate
12007,"Bradford County, Florida",Percentage MOE exceeds 50% of estimate
12013,"Calhoun County, Florida",Percentage MOE exceeds 50% of estimate
12029,"Dixie County, Florida",Caregiver count MOE exceeds 50% of estimate
12037,"Franklin County, Florida",Caregiver count MOE exceeds 50% of estimate
12039,"Gadsden County, Florida",Percentage MOE exceeds 50% of estimate
12041,"Gilchrist County, Florida",Percentage MOE exceeds 50% of estimate
12043,"Glades County, Florida",Caregiver count MOE exceeds 50% of estimate
12045,"Gulf County, Florida",Caregiver count MOE exceeds 50% of estimate
12047,"Hamilton County, Florida",Percentage MOE exceeds 50% of estimate
12049,"Hardee County, Florida",Caregiver count MOE exceeds 50% of estimate
12051,"Hendry County, Florida",Caregiver count MOE exceeds 50% of estimate
12065,"Jefferson County, Florida",Percentage MOE exceeds 50% of estimate
